Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
09/17/2016,Debt collection,Credit card,Communication tactics,Used obscene/profane/abusive language,"Thiis debt collection agency called "" capital management services '' .. has been calling me about 3-4 times a day for the past several weeks. I did talk talk to them. i explained that I had had Credit card fraud in late 2013, filed a police report, etc. The lady starts screaming at me.. "" YOU OWE US THIS MONEY!! "" XXXX as if it is her, that I owe money to. she is completely ballistic so, I have to ask for the supervisor. I camly explain to the supervisor what happend.. credit card/ illegal credit activity.. and ask for him to send me what it is that i charged. he was ok with this. i also faxed them a dispute, which I have proof it went thru. the very next day I am getting harrassed again by this company. a woman says "" WE HAVE NOT RECEIVED A FAX FROM YOU AND THERE IS NO RECORD HERE THAT you called yesterday XXXX i am a XXXX XXXX year old woman.. I dont need someone to get my XXXX XXXX up and have a XXXX over incompetant employees in a company. 
whatever i say, They refuse. and misinterpret. "" OH!! SO DOES THAT MEAN YOURE NOT GOING TO PAY us?? "" ... every single day this week they have called. once, at XXXX. i am glad that they record the calls. I have always had good credit, am college educated, and the last call, the woman was creaming and screaming at me for so long..off on a tangent. I had to put my foot down and say. we are going nowhere with this conversation, and hang up on here.. while she was screaming at the top of her lunggs all this vicious hate towards me. whats sad is that the origibal creditor, XXXX.. had told me they would wait til I paid off my XXXX card. but no, they sent it to one collection agency who just sent me a letter, and then this crazy, awful, unheard of.. agency that has inept psychotic people working for them. grr .. help",Company believes it acted appropriately as authorized by contract or law,"Capital Management Services, LP",CA,910XX,,Consent provided,Web,09/17/2016,Closed with explanation,Yes,Yes,2116139
07/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,"To whom this may concern, I am writing to express some frustrations with my dealings with Equifax that has negatively impacted by ability to live my life and gain access to financial services. Specifically, Equifax has refused to provide copies of records, actions, and documents they relied upon during their investigation of a collections account marked as "" XXXX XXXX XXXX ''. Which is a violation of California and Federal laws that state the consumer has the right to receive copies of the information the credit reporting relied upon in making their investigation determination. Previously, I have voiced my concerns to Equifax and in my original dispute letter I asked Equifax provide copies of the documentation that they relied upon during the investigation. However, Equifax has not responded to those requests. I also contacted and submitted a debt dispute directly to XXXX XXXX XXXX but they neither confirmed nor responded to my dispute and request for more information. As it stands now, both Equifax and XXXX XXXX XXXX are stating that the information on my credit report is valid but they have refused to provide me with any documentation, let alone a signature card, to show that they investigated these issues and that I am actually responsible for this debt. I have also asked XXXX XXXX XXXX to cease and desist contact with me but have continued to receive calls and collection letters. I respectfully reiterate my request that both Equifax and XXXX XXXX XXXX provide me with full verification of debt, with signed and dated signature cards accompanied by the full consumer contract and a history of the account statements. This information is needed to verify the validity of the debt. Equifax and XXXX XXXX XXXX can review my previous correspondence for more details on what information I am requesting.",,"EQUIFAX, INC.",CA,959XX,,Consent provided,Web,07/24/2017,Closed with explanation,Yes,,2583595
12/27/2017,Mortgage,Conventional home mortgage,Incorrect information on your report,,"Bayview loan servicing, not reporting our current mortgage status, we own our home, Bayview showing on our credit bureau history, we lost our home in s chapter XXXX Bankruptcy discharged on XX/XX/XXXX. We have been current with our mortgage, and due to an attorney error, s letter to reaffirm our mortgage debt was not filed withBayview, s letter of intent to keep this debt, as well as s car was filed. This error was not found by Bayview or myself till I pulled s credit report almost s year after Chapter XXXX was discharged. Bayview refuses to report to credit bureaus accurate information, due to the missing reaffirmation letter. We modified our mortgage XX/XX/XXXX We pay on time, but Bayview continues to show we lost our home in a chapter XXXX Bankruptcy! I have since sent them the copy of the reaffirmation of debt letter, my attorney is no longer employed with the law firm we used. I have sent all three credit bureaus, 10 years of payment history on our mortgage, deed, ad well as property tax statements. They will not change info on credit report. Bayview loan servicing, had recieved the documentation and continues to not report to credit bureaus. This is wrong.. they will not work with us due to human error. We pay our mortgage every month, have for years, but on our credit report Bayview shows we are not home owners! This is bad business practice. Our credit report needs to reflect that we are home owners and we pay on time. I have sent the reaffirmation letter to there company, but they will not acknowledge they have recieved it. They are a very disorganized company, and our credit is being destroyed. They need to correct our credit report, we did not lose our home before, during or after Bankruptcy. Our home and vehicle are exempt under BK laws. They new we had no intentions of losing our home. Bayview loan servicing are disorganized and take weeks or even months to handle complaints. I have been fighting to get our home ownership back onto credit file for almost three years.",,"BAYVIEW LOAN SERVICING, LLC",MN,553XX,Servicemember,Consent provided,Web,12/27/2017,Closed with explanation,Yes,,2764704
06/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,XXXX XXXX XXXX is reporting I had late payments in 2015. I printed out my statements and sent them in to them circling all the payments made from my account to them that year. I recently sent a complaint to XXXX and they corrected the problem. I am not sending the same documents to Experian so they can see the payments were made and remove the derogatory marks from my credit report.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MD,20904,,Consent provided,Web,06/27/2017,Closed with non-monetary relief,Yes,,2559752
09/09/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Reporting company used your report improperly,"Equifax failed to take even basic and rudimentary security steps to secure my data that would be commonplace even 20 years ago. 

Kept all of my information in the same database so that 1 key works for the whole kingdom and now my ssn, dob and address are all up for grabs to whoever wants them.",,"EQUIFAX, INC.",TX,787XX,,Consent provided,Web,09/09/2017,Closed with explanation,Yes,,2660204
04/20/2018,Mortgage,Conventional home mortgage,Trouble during payment process,,"I noticed recently that the principal payments are not getting properly distributed to my mortgage balance. I closed on my condo on XX/XX/XXXX. XXXX XXXX had this mortgage before they sold it to Ocwen Financial in XX/XX/XXXX. On XX/XX/XXXX I noticed the mortgage balance is incorrect and called them. I was on the phone over 2 hours and spoke with a manager specialist regarding this case. The current balance on my mortgage that Ocwen has is {$150000.00}. The original balance Ocwen has is {$190000.00}. I asked for a amortization report for the history of the loan and they said they can't provide this b/c they don't provide on fixed loans. They don't have any of XXXX XXXX records either when loan was transferred. The original loan amount actual real numbers are {$170000.00}, which I have proof of all these numbers and original docs. I refinanced pulling $ XXXX out, which changed the balance to {$180000.00}. The balance was never {$190000.00}. The records online only go back 3 years. I saw that {$430.00} per month is going to principal. When Ocwen acquired the loan, they said the balance was {$190000.00}, which is impossible considering I paid my mortgage for 6 years and no principal was applied. They will not supply records. My mortgage balance should be {$120000.00}. Ocwen will not show me the amortization, or any documents that were transferred to them when they acquired the loan. This is in clear violation and the correct balance needs to be updated. It's not possible to pay a mortgage for 6 years and have no amount that goes to principal. This has always been a 30 year fixed mortgage. Ocwen is under investigation, and has been for some time for providing fake financial records, among many other things. This is a very stressful matter, and hope to get solved soon. 
Thanks",,OCWEN LOAN SERVICING LLC,NJ,073XX,,Consent provided,Web,04/20/2018,Closed with explanation,Yes,,2882273
11/15/2016,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"Fair Collections and Outsourcing INC. has committed several violations of FCRA. 
They are trying to collect the wrong amount. 
They have sent a misleading illegible fraudulent receipt in response to my validation request sent certified mail. 
Their billing statement does not include the required criteria by FCRA. 
They have continued to report during dispute several times. 
They continue to duplicate report. 
They have been verbally abusive. 
They have stated in letters that they have conducted investigation without my request and have not provided said investigation information. 
Continues to threaten via letters to report to credit bureau. 
Did not send valid bill 5 days after i contacted them XX/XX/2016 as required by FCRA. 
Has purchased a fraudulent account in my opinion not only for the wrong amount but original creditor XXXX XXXX never validated debt or answered to illegal eviction charges complaints, instead just sold account. 
FCO refuses to produce legible and itemized statements validating debt. 
Billing statement contain many misleading entries, non abiding by FCRA requirements Bullying by FCO agents via phone calls and when i have called them to resolve account I 'm positive there are other violations I'am unaware of as well in there collection practices FCO has people listed on account that have nothing to do with our debt FCO lists wrong and incorrect account info and refuses to correct",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"FAIR COLLECTIONS & OUTSOURCING, INC.",CO,800XX,,Consent provided,Web,11/15/2016,Closed with explanation,Yes,No,2210210
01/20/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,"There are XXXX inquires on my Equifax report that are not mine. I never authorized these inquires and I have called time and time again and also went on like to have them removed from my report. I want my credit report to be as accurate as possible. 

Attached is a list in alphabetical order of all inquires that were not authorized.",,"EQUIFAX, INC.",NC,272XX,,Consent provided,Web,01/20/2017,Closed with explanation,Yes,No,2300871
10/22/2018,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"I am a victim of identity theft and I am intending to sue. I have sent in over the past few months, a copy of my police report and identity theft affidavit as required by law to remove these fraudulent accounts which were opened by a thief. You are required by FCRA laws to block these fraudulent accounts within 4 days. Equifax and Experian Credit Bureau are still in violation of the FCRA laws by reporting these fraudulent accounts on her profile. 
The law is very clear as to the Civil liability and the remedy available to me ( section 616 and 617 ) if you fail to comply with Federal Law. I am a litigious consumer and fully intent on pursuing litigation in this matter to enforce my rights under the FCRA.

Under section 609 ( e ) of the FCRA, a victim of identity theft is entitled to the above referenced documents without a subpoena. 

1 ) XXXX XXXX, Acct. # : XXXX Unverified Account 2 ) Medical, Acct. # : XXXX Identity Theft Account 3 ) Medical, Acct. # : XXXX Identity Theft Account 4 ) Medical, Acct. # : XXXX Identity Theft Account",,"EQUIFAX, INC.",TN,381XX,,Consent provided,Web,10/22/2018,Closed with explanation,Yes,,3053476
03/17/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"Specialized Loan Servicing has been very difficult to work with. Please see attached dispute letter. Lack communication unless it suits them. Refused to assist me, forcing me into Foreclosure when it was not necessary. They refused my cash payment that I was told were certified funds, but then refused to tell me they refused the payment, instead blaming it on the vendor that sent the funds and giving me the run around only to tell me there was nothing I could do but lose my home. They transfer you over and over so you get so frustrated you just hang up.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing LLC,OR,974XX,,Consent provided,Web,03/17/2016,Closed with explanation,Yes,No,1836974
09/28/2017,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Charged too much interest,"On my XX/XX/XXXX Cabela 's Club XXXX card, I misread the amount due and paid {$1600.00} instead of {$1600.00}. When I received my XX/XX/XXXX statement, I was charged {$1.00} finance charge for the XXXX cents not paid on the XX/XX/XXXX bill. I called Cabela 's Club XXXX at XXXX to complain and was informed they base their finance charges on the average yearly daily balance and not on the actual amount owed and not paid. I was successful in having the {$1.00} removed, but I ca n't imagine it being legal to charge interest on monies you do not owe. When I use this card I always pay in full immediately so this caught me quite by surprise. I ca n't imagine how many persons are being charged this exorbitant amount of interest and do not realize how their interest is being calculated. In my opinion, this is a huge consumer rip off and steps should be taken to ensure fair and reasonable finance charges are in place by this company.",,CAPITAL ONE FINANCIAL CORPORATION,FL,,"Older American, Servicemember",Consent provided,Web,09/28/2017,Closed with explanation,Yes,,2687554
07/21/2015,Consumer Loan,Installment loan,Managing the loan or lease,,This account was paid in full since XXXX 2015. They have yet to update it as paid in full and closed to the credit bureaus. The late payments are also incorrect. I have been on time with payments since XXXX 2015.,,SECURITY FINANCE CORP,TX,786XX,,Consent provided,Web,07/21/2015,Closed with explanation,Yes,No,1476747
04/05/2018,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,"There are multiple layers of issues with this account that start with it being opened without my knowledge. 

Once the account was opened and I was aware when the collection process started. Multiple requests for copies of lending documents, application documents and supporting authorization were requested however QuickClick responded that I needed to register online, which I did and no documents were available. I went back to the lender and requested again and was told these were in archive an were not available. They indicated they would take me to court for various charges including wire fraud, and I provided all current contact information. Nothing materialized except further collection threats. At one point a settlement was requested due to the 96 % interest rate increasing the "" payoff '' well over 20K however they said to send in XXXX and the rest would be cleared. QuickClick refused to put any settlement in writing. 

It has now been nearly 7 years and the account should be coming off my credit report as I am preparing to buy a home. However QuickClick is now falsely reporting the payment history. This account has had no activity since XX/XX/XXXX. Therefore the account would have gone 180 days delinquent XX/XX/XXXX. Unfortunately this company is now falsely reporting the payment history on this account by updating the payment month that is exactly 4 years ago to XXXX from XXXX  forcing my credit score to drop due to what appears to be recent account history. Each month I watch my score increase to over 600 and then when they report this updated payment my score then drops to about 570. 

I do not own this account and the lending company has been unable to provide any documentation.",Company believes it acted appropriately as authorized by contract or law,"Quick Click Loans, LLC",CA,945XX,,Consent provided,Web,04/05/2018,Closed with non-monetary relief,Yes,,2864926
09/09/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"Hello ; I have been attempting to catch up on past due payments for my mortgage, however my mortgage refuses my payments and returns them to my bank. I either need to pay the full amount past due or I 'm at risk of foreclosure. I was XXXX for 2 months and out of work, I notified them of that. I sent them one full payment last week and it was returned. I have attempted to pay online via their website, and have contacted my Dedicated Loan Specialist to discuss the problem. I simply want to pay additional until caught up and do not want my home foreclosed. I faced a temporary issue that is now resolved.",,NATIONSTAR MORTGAGE,CA,956XX,,Consent provided,Web,09/28/2016,Closed with explanation,Yes,Yes,2103682
03/08/2018,Debt collection,Medical debt,False statements or representation,Attempted to collect wrong amount,"Back in XX/XX/XXXX, I got XXXX XXXX. It showed that I had a collection of {$330.00} for medical place. I assumed it was the XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX because I had gotten XXXX XXXX through them XX/XX/XXXX. That was the date of the XXXX. It took 2 years of exams beforehand to actually do the XXXX so it is possible that I had an unpaid bill. Plus at the time my mom or the health insurance that I had were covering all my medical costs. 

Then I received a letter in the mail saying that I had an unpaid bill so I call the number and they said that I owed around {$650.00}. It didnt match the XXXX XXXX collection. Then I realized later that they were two different medical bills. The one on XXXX XXXX was actually through the Grant Mercantile Agency on behalf of the XXXX XXXXXXXX XXXX. Like before, I didnt even know that I owed them money, because I had only visited this place once and I thought that the insurance had taken care of it. I never received a phone call or a bill or an email about the bill. If it had been sent to my mom, she would have taken care of it or I would know about it. 

Anyways, I called the number XXXX XXXX provide for the Grant Mercantile Agency around the beginning of XX/XX/XXXX and they claimed that I owed {$330.00}. The principle was {$250.00} and the interest was {$79.00}. I was only making close to {$800.00} a month at the time so I asked if I could make {$25.00} payments. They agreed and told me that I could only pay by check. I received the bill around XXXX XXXX. The bill was due XX/XX/XXXX so I wrote the check and mailed it immediately. Everything was fine until a received a bill around the 2nd week of XX/XX/XXXX for {$330.00} saying that they were going to revoke the payment agreement if I didnt pay them in 5 days. 

I called them and I was extremely upset. Then the lady I was talking to hung up on me. Then I asked why did you hang up on me? Then she said you shouldnt have yelled at me. Then I really did start yelling. She claimed that they never received a check. We went back and forth for a very long time before I started having a XXXX XXXX and I had to have my boyfriend speak to them in proxy. They told him that I should have paid online when they told me that I had to pay by check. He wrote down the directions they gave him to pay online. They said it wouldnt be due until XX/XX/XXXX. 

I tried to pay somewhere around XX/XX/XXXX. Their website was very confusing. It kept glitching. I even had to submit the form twice. Because them never receiving my check was fishy, I took a couple of snap shots of it. I paid the {$25.00} payment and was done. Never going to speak to them again! 

XX/XX/XXXX, I was put {$5.00} under in my bank account. This is how : I had {$28.00} in my account at the time. Grant Mercantile Agency charged me for {$330.00}. Then my bank charged me {$34.00} for the bounced fee which put me at - {$5.00} in my account. My bank was nice enough to wave the fee after I explained what happened. 

So I called the Grant Mercantile Agency the same day. They wouldnt listen to me at all. Anytime I tried to tell them what happened they wouldnt let me talk and would say that Im making things up so I can get out of paying and that I was just XXXX. I got to the point where I had a XXXX XXXX XXXX   where I dropped my phone and just curled into a ball in tears. My boyfriend took the phone and talked to them. Then I said screamed that I have proof XXXX! Because she wasnt listening to my boyfriend either. Then they gave us an email to send it to so I sent the photos and then they claimed that they were to blurry to see so we were obviously lying. Then I said I wasnt going to pay them anything until I had the full amount. 

Then XX/XX/XXXX, I got my tax return and decided to take care of the fee once and for all. I looked on my XXXX XXXX for the collection number and this time it said that I owed them {$1300.00}! Thats more than {$1000.00} extra! I kept telling her that I wasnt going to paying that and she would barely let me speak. She kept saying that I was vulgar and my check was invalid. I had to yell shut up like 10 times for her to let me finish what I had to say. I told her that she said that they had never received a check. I told her to remove the fees or they wouldnt get one cent out of me. Finally, the lady said that if I wanted the fees removed that I would have to talk to the supervisor on Monday. I hung up on her because this whole thing has been ridiculous. 

Saturday, XX/XX/XXXX, I looked at the reviews for Grant Mercantile Agency. It turns out that they are pulling the same type of issues on several people, not just me. Someone said that I should report it. So I havent even called them back yet. I decided to report it instead.",,Grant Mercantile Agency,CA,939XX,,Consent provided,Web,03/08/2018,Closed with explanation,Yes,,2837419
01/24/2018,Debt collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,"I check my credit score about 3 times a year. 
After checking my score this tax season, I noticed that my intuit "" mint '' account shows a new account open under my name that I did not open. Below is how it shows under my open account details. 

**I have never heard of this company or made any payments to them. This is not an account that I opened nor have I opened any new accounts. I am afraid this is fraud. 


Company : "" AFFILIATED '' Account type : Installment Sales Contract Opened : XXXX XXXX, 2017 Status : Open Limit : {$0.00} Term Monthly ( due every month ) Monthly payment {$27.00} Responsibility : Individual Account Balance : {$160.00} Highest balance : {$320.00} Payment status : Pays account as agreed Worst payment status - Date of last payment - Amount past due $ XXXX Times 30/60/90 dates late 0/0/0 Remarks - PAYMENT HISTORY **Currently shows that I have made payments for XXXX, XXXX, XXXX XXXX, XXXX XXXX am 100 % certain that I did not open this account and have no connection to it. 
Looking at my credit history/ payments, I have never made a late payment and am very aware of all outstanding debts. 
I currently do not have any credit cards.",,"Affiliated Creditors, Inc.",OH,430XX,,Consent provided,Web,01/24/2018,Closed with explanation,Yes,,2791022
06/09/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,"First off, my mortgage company said that I owed {$8000.00} on my   XXXX   statement and I called three times to get an explanation of why they said I owed so much money. The reps could n't explain it to me so I went ahead and paid my regular mortgage payment which was mailed on  XX/XX/XXXX  and cleared the mortgage company on XX/XX/XXXX . In  XXXX , I received another bill saying that I still owed an additional 6k over my normal payment so I called my local mortgage broker to see if they could help. They end up calling the loan servicing company and determined that it indeed was an error on their part. Unfortunately, while my local broker was working out the details with the loan servicing company, I was notified that   XXXX   ( loan servicing company ) reported to all  XXXX  credit bureaus that I was late for my   XXXX   payment. My broker at   XXXX   XXXX   XXXX   got them to finally adjust my bill and even mailed in my may payment for me but they have been unable to get the delinquent mark off of my credit. My credit went down from an average of  XXXX  to an average of   XXXX    and it has quite negatively impacted my personal and business finances. I have called every other day and nothing seems to be helping. I ca n't express how frustrated I am with my mortgage company. It has been nothing with problems.
<P/>
In addition to the credit issue, I also have received numerous late payment fees of over {$100.00} even though I have the payment postmarked and on its way by the  XXXX  or the latest the  XXXX  of each month. They say it takes about 10 days to show up in their system but it sometimes takes a lot longer than that and if they post a day after the  XXXX  then they charge me at least {$120.00}.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,960XX,,Consent provided,Web,06/09/2017,Closed with non-monetary relief,Yes,,2505391
09/28/2017,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"After having an overdraft account to fund any pending overdraft charges, Huntington Bank has repeatedly charged my account such fees. I have spoken several times with a bank representative, "" XXXX XXXX '' at the XXXX location. His direct number is XXXX. 
XXXX XXXX told me that he will speak to his bank Manager to get the funds back into my account, however, it has been three weeks. 
My account has been damaged due to these unauthorized charges. 
Any assistance to resolve this matter would be greatly appreciated.",,"HUNTINGTON NATIONAL BANK, THE",OH,441XX,Servicemember,Consent provided,Web,10/06/2017,Closed with monetary relief,Yes,,2687373
06/18/2018,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,"This correspondence is to request inaccurate late payments dated in XXXX to be removed from my credit score reports. By failing to update previously reported information, please be advised that 22 of my federal loan accounts totaling an estimate of {$180000.00} serviced by XXXX is in violation of Section 623 ( a ) ( 2 ) of the FCRA.

I've provided 4 certified letters to XXXX in XX/XX/XXXX and 1 certified letter in XX/XX/XXXX requesting to dispute inaccurate information documented on my account and have not received assistance in this matter as requested. 

I have attached an FTC advisory opinion which interprets Section 623 ( a ) ( 2 ) of the FCRA. The issue posed in the advisory opinion is how a lender is to handle a situation when subsequent information updates a report that was allegedly accurate when it was made but no longer is accurate in the present time ( i.e., the identical situation I am currently in ).

The advisory opinion states that the Section 623 ( a ) ( 2 ) of the FCRA addresses the duty to correct and update information by furnishers, or persons who furnish information to consumer reporting agencies ( CRA ) such as credit bureaus. In particular, this section requires a person that has furnished to a consumer reporting agency information that the person determines is not complete or accurate to promptly notify the consumer reporting agency of that determination and provide any information needed to make it complete and accurate. Thus, on its face, this provision requires a furnisher to provide corrected or updated information to the consumer reporting agency that it had reported to originally. This duty extends to all student loan accounts reported to CRAs, regardless of whether they were accurate at one point, because the section requires the furnisher both to update accounts as well as to correct. 

XXXX representatives informed me that because the 120 days delinquent payments were accurately reported in XX/XX/XXXX and XX/XX/XXXX that any subsequently initiated forbearances would not allow for XXXX to update reports to CRAs to show that the payments were not late and actually in forbearance. However, Section 623 ( a ) ( 2 ) clearly shows that the reports must be updated/corrected regardless of whether they were accurate at one point. * All 22 federal student loan accounts that were part of the XX/XX/XXXX, XX/XX/XXXX late payments show late status effective as of XX/XX/XXXX. Also, I was enrolled in forbearance XX/XX/XXXX a month prior to the delinquent accounts and also was a XXXX XXXX XXXX in XX/XX/XXXX before any payment became due. Therefore, my credit reports do not currently or accurately reflect previous payment statuses with XXXX, both as they actually existed and as XXXX has recorded them. 

I am thus requesting that in compliance with Section 623 ( a ) ( 2 ) of the FCRA that the 22 department of education loan accounts showing a 120-day late payment in XX/XX/XXXX be updated and or removed immediately. 

In the event that these reports are not immediately updated to accurately reflect my payment status during XX/XX/XXXX, etc, I intend on filing disputes with each credit bureau in addition to official complaints with the FTC, CFPB, XXXX, and pursue other legal routes if necessary. 

Please respond within 15 days of the date of this letter with an update to this matter. 

Very Truly Yours, XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,,Servicemember,Consent provided,Web,06/18/2018,Closed with explanation,Yes,,2938442
10/29/2018,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,"I have disputed the late payments on this XXXX XXXX account for months. Equifax and XXXX  have reversed them but XXXX is refusing too. Not to mention they will not give me an explanation as to why they wont overturn or fix this erroneous inaccurate claim that has affected my credit score tremendously. Under the FCRA ( Fair Credit Reporting Act ), a lender, financial-institution and/or credit card company cant treat a payment as late if it was received by XXXX XXXX on the day that it was due. If the due date was not a day on which the card company receives or accepts mail ( for example, Sunday or a holiday ), the card company can not treat a mailed payment as late if it was received by XXXX XXXX on the next business day. CFPB please step up and fix this ASAP please Im looking to purchase a home.",,"EQUIFAX, INC.",HI,967XX,,Consent provided,Web,10/29/2018,Closed with explanation,Yes,,3059382
07/12/2018,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,Incorrect information on your report,Public record information inaccurate,Ive been a loyal employee with XXXX for 2 years and recently they said my cori background check came up with something without telling me what it is and Im unable to work with XXXX  which is my main job since I have XXXX. I think this is very unfair and unjust and will like this issue to be resolved as soon as possible in a just way.,,UBER TECHNOLOGIES INC,MA,018XX,,Consent provided,Web,07/12/2018,Closed with explanation,No,,2959458
05/11/2018,"Payday loan, title loan, or personal loan",Installment loan,Problem when making payments,,"I applied for a loan with American First Finance on XX/XX/2018. They asked for my bank account information, made a small withdrawal to verify my account, and offered me a line of credit. 

They took a {$50.00} payment from me at time of purchase then took auto payments that were posted to my account. When I saw that they took them from an account number that was two digits different than mine, I called them and notified them. They asked me to make a payment with a card, which I did, so that if the payments came back the account wouldn't show as late. 

They began calling me every Friday and Saturday asking for payment. I made three double payments the past three weeks in a row. I was told that the payments came  back from the wrong account but were covered by my card payment. 

My payment is supposed to be XXXX every Saturday ( I was supposed to be on twice a month payments but that never happened ). I get a call every Friday and Saturday and on both days, they take a payment out from my card ending in XXXX. 

The online statement doesn't show the payments I make online, only those auto-debited from my account or on auto pay with my card. 

When asking for a statement of all payments, they said that due a technical issues, they can't show online payments, only draft or card payments. 

Then the supervisor today, XXXX XXXX, on a recorded line, said she apologized and offered to give me a "" free '' payment - I refused the payment as I have zero trust of these people and don't want them to put another late payment on my credit report.

They put a late payment on my credit report two weeks ago, despite receiving payment on time, which I've asked to be removed. 

This is the worst finance company I've ever dealt with. 

They have access to three of my debit cards, my bank account, and despite auto pays and payments made online, still charge me for two payments each week and still call me constantly.",Company believes complaint represents an opportunity for improvement to better serve consumers,"American First Finance, Inc.",WA,982XX,,Consent provided,Web,05/11/2018,Closed with explanation,Yes,,2903952
06/07/2016,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,"During a period of hardship where my husband was out of work for 11 months, we contacted our lender Suntrust to help with our current loan. At that time, their suggestion was since we were current on our loan, we would have to be behind 3 months before they could help us .... So we filled out the Loan Modification and per their suggestion, did not make payments for three months. The loan modification went through and then we promptly made 3 monthly payments at once to make up for the three unpaid months. ( see XXXX XXXX ). In this time period, our rate was only 1 %, so our minimum payment was only around XXXX per month. As you can see XX/XX/XXXX, we overpaid to try and get ahead, while our rate was reduced ( see XXXX XXXX ). Every month we paid on time and more than what was due, reducing our principle to only XXXX owed. At the end of the promotional period, we continued to make payments up until XX/XX/XXXX, when we applied for another rate reduction. At this time, we were told again, that we would need to NOT PAY for 3 months to be considered for the rate reduction. But the reduction went back to the normal rate of 3.5 % on XXXX/XXXX/XXXX and unbeknownst to us, the bank started accruing a deficiency for unpaid allowances, and never informed us of any delinquency or unpaid amount owed. We were not mailed any notices, no correspondence what so ever. So we continued to pay the amount shown on our online payment portal, {$320.00}, and paid each month until they served us with Pre-foreclosure notice in XX/XX/XXXX. ( see Jpg XXXX ) This notice, some 6 months after the first deficiency was our first notice of any past due amount. At this point, we were also contacted by letter, by the NC Foreclosure Prevention Fund. And in XX/XX/XXXX, we began working with them to prevent Foreclosure on our home. We have tried to refinance the Suntrust loan, but due to the fact that they told us NOT to pay for 3 months in XXXX, we do not have a 12 months on time payment history, so we can not refinance. We are stuck. Our Representative at the NC Housing Finance Agency has been working to assist us in resolving the deficiency, but on XXXX XXXX, we received a letter that our account has been turned over from Suntrust to Trustee, XXXX XXXX, for foreclosure. Our intent is to stay in our home and work toward an amicable solution. Our previous balance was XXXX, and now the balance owed is reported to be over XXXX ; the first time we were even aware that there was a deficiency on the account was when we were sent this Pre-foreclosure notice. It is ironic that Suntrust could not send us any correspondence regarding the deficiency, yet they were able to send us a notice of pre-foreclosure and now foreclosure. Had we been aware of the deficiency, through any correspondence, communication, or notification, we could have taken steps to remedy this before the amount owed had reached "" foreclosure '' status. Our previous payment history of consistent monthly payments and additional pre-payments should have at least earned us the common courtesy of notification. We would like for someone to look into these spurious actions by Suntrust to "" help '' consumers, but then sabotage customer accounts by not providing them any notice of delinquency, by heaping on unreported penalties and fees such that the amount owed is much greater than the original amount owed, ( and greater than the amount our first mortgage, which makes refinance harder ) and for the general practice of misfeasance. Misfeasance is the willful inappropriate action or intentional incorrect action or advice. By not informing us of the growing deficiency, we had no way to correct it. And when were finally made aware of the deficiency with the notice of pre-foreclosure, and we informed them of our intention to correct it, they continued to proceed with foreclosure, with no regard or remedy for our situation",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SUNTRUST BANKS, INC.",NC,275XX,,Consent provided,Web,06/07/2016,Closed with explanation,Yes,Yes,1957921
